Participant ID,/a/ start,/a/ end,/i/ start,/i/ end,blue start,blue end,hard start,hard end,away start,away end,egg start,egg end,lemon start,lemon end,peter start,peter end
PT074,,,,,,,,,,,,,,,,
PT075,,,,,,,,,,,,,,,,
PT076,,,,,,,,,,,,,,,,
PT077,,,,,,,,,,,,,,,,
PT078,,,,,,,,,,,,,,,,
PT079,,,,,,,,,,,,,,,,
PT080,,,,,,,,,,,,,,,,
PT081,,,,,,,,,,,,,,,,
PT082,,,,,,,,,,,,,,,,
PT083,,,,,,,,,,,,,,,,
PT084,,,,,,,,,,,,,,,,
PT085,,,,,,,,,,,,,,,,
PT086,,,,,,,,,,,,,,,,
PT087,,,,,,,,,,,,,,,,
PT088,,,,,,,,,,,,,,,,
PT089,,,,,,,,,,,,,,,,
PT090,,,,,,,,,,,,,,,,
PT091,,,,,,,,,,,,,,,,
PT092,,,,,,,,,,,,,,,,
PT093,,,,,,,,,,,,,,,,
PT094,,,,,,,,,,,,,,,,
PT095,,,,,,,,,,,,,,,,
PT096,,,,,,,,,,,,,,,,
PT097,,,,,,,,,,,,,,,,
PT098,,,,,,,,,,,,,,,,
PT099,,,,,,,,,,,,,,,,
PT100,,,,,,,,,,,,,,,,
PT101,,,,,,,,,,,,,,,,
PT102,,,,,,,,,,,,,,,,
PT103,,,,,,,,,,,,,,,,
PT104,,,,,,,,,,,,,,,,
PT105,,,,,,,,,,,,,,,,
PT106,,,,,,,,,,,,,,,,
PT107,,,,,,,,,,,,,,,,
PT108,,,,,,,,,,,,,,,,
PT109,,,,,,,,,,,,,,,,
PT110,,,,,,,,,,,,,,,,
PT111,,,,,,,,,,,,,,,,
PT112,,,,,,,,,,,,,,,,
PT113,,,,,,,,,,,,,,,,
PT114,,,,,,,,,,,,,,,,
PT115,,,,,,,,,,,,,,,,
PT116,,,,,,,,,,,,,,,,
PT117,,,,,,,,,,,,,,,,
PT118,,,,,,,,,,,,,,,,
PT119,,,,,,,,,,,,,,,,
PT120,,,,,,,,,,,,,,,,
PT121,,,,,,,,,,,,,,,,
PT122,,,,,,,,,,,,,,,,
PT123,,,,,,,,,,,,,,,,
PT124,,,,,,,,,,,,,,,,
PT125,,,,,,,,,,,,,,,,
PT126,,,,,,,,,,,,,,,,
PT127,,,,,,,,,,,,,,,,
PT128,,,,,,,,,,,,,,,,
PT129,,,,,,,,,,,,,,,,
PT130,,,,,,,,,,,,,,,,
PT131,,,,,,,,,,,,,,,,
PT132,,,,,,,,,,,,,,,,
PT133,,,,,,,,,,,,,,,,
PT134,,,,,,,,,,,,,,,,
PT135,,,,,,,,,,,,,,,,
PT136,,,,,,,,,,,,,,,,
PT137,,,,,,,,,,,,,,,,
SJ1001,,,,,,,,,,,,,,,,
SJ1002,,,,,,,,,,,,,,,,
SJ1003,,,,,,,,,,,,,,,,
SJ1004,,,,,,,,,,,,,,,,
SJ2001,,,,,,,,,,,,,,,,
SJ2002,,,,,,,,,,,,,,,,
Sj2003,,,,,,,,,,,,,,,,
SJ2004,,,,,,,,,,,,,,,,
SJ2005,,,,,,,,,,,,,,,,
SJ2006,,,,,,,,,,,,,,,,
SJ2007,,,,,,,,,,,,,,,,
SJ2008,,,,,,,,,,,,,,,,
SJ2009,,,,,,,,,,,,,,,,
SJ2010,,,,,,,,,,,,,,,,
SJ2011,,,,,,,,,,,,,,,,
SJ2012,,,,,,,,,,,,,,,,
SJ2013,,,,,,,,,,,,,,,,
SJ2014,,,,,,,,,,,,,,,,
SJ2015,,,,,,,,,,,,,,,,
SJ2016,,,,,,,,,,,,,,,,
SJ2017,,,,,,,,,,,,,,,,
SJ4001,,,,,,,,,,,,,,,,
Sj4002,,,,,,,,,,,,,,,,
Sj4003,,,,,,,,,,,,,,,,
Sj4004,,,,,,,,,,,,,,,,
Sj4005,,,,,,,,,,,,,,,,
Sj4006,,,,,,,,,,,,,,,,
Sj4007,,,,,,,,,,,,,,,,
Sj4008,,,,,,,,,,,,,,,,
Sj4009,,,,,,,,,,,,,,,,
Sj5001,,,,,,,,,,,,,,,,
SJ5002,,,,,,,,,,,,,,,,
SJ5003,,,,,,,,,,,,,,,,
SJ5004,,,,,,,,,,,,,,,,
SJ5005,,,,,,,,,,,,,,,,
SJ5006,,,,,,,,,,,,,,,,
SJ5007,,,,,,,,,,,,,,,,
SJ5008,,,,,,,,,,,,,,,,
SJ5009,,,,,,,,,,,,,,,,
SJ5010,,,,,,,,,,,,,,,,
SJ5011,,,,,,,,,,,,,,,,
SJ5012,,,,,,,,,,,,,,,,
SJ5014,,,,,,,,,,,,,,,,
SJ5015,,,,,,,,,,,,,,,,
SJ5016,,,,,,,,,,,,,,,,
SJ5017,,,,,,,,,,,,,,,,
SJ5018,,,,,,,,,,,,,,,,
SJ5019,,,,,,,,,,,,,,,,
SJ5020,,,,,,,,,,,,,,,,
SJ5021,,,,,,,,,,,,,,,,
SJ6001,,,,,,,,,,,,,,,,
SJ6002,,,,,,,,,,,,,,,,
SJ6003,,,,,,,,,,,,,,,,
SJ6004,,,,,,,,,,,,,,,,
SJ6005,,,,,,,,,,,,,,,,
SJ6006,,,,,,,,,,,,,,,,
SJ6007,,,,,,,,,,,,,,,,
SJ6008,,,,,,,,,,,,,,,,
SJ7001,,,,,,,,,,,,,,,,
Sj30001,,,,,,,,,,,,,,,,
Sj30002,,,,,,,,,,,,,,,,
Sj30003,,,,,,,,,,,,,,,,
Sj30004,,,,,,,,,,,,,,,,
Sj30005,,,,,,,,,,,,,,,,
Sj30006,,,,,,,,,,,,,,,,
Sj30007,,,,,,,,,,,,,,,,
Sj30008,,,,,,,,,,,,,,,,
